ID Earthquake;Flag Tsunami;Year;Month;Day;Ms Magnitude;Ml Magnitude;Country;Location name;Earthquake : Deaths;Earthquake : Deaths Description;Earthquake : Damage (in M$);ICoordinates
6387;Yes;1960;3.0;20.0;7.5;0.0;JAPAN;JAPAN:  SANRIKU;0.0;No deaths reported;0.0;39.8, 143.4
7770;Yes;1962;5.0;28.0;4.5;0.0;GREECE;GREECE:  AEGEAN SEA;0.0;No deaths reported;0.0;39.8, 25.0
4368;Yes;1966;6.0;15.0;7.7;0.0;SOLOMON ISLANDS;SOLOMON ISLANDS:  GUADALCANAL;0.0;No deaths reported;0.0;-10.343, 160.883
4448;Yes;1968;8.0;1.0;7.3;0.0;PHILIPPINES;PHILIPPINES:  LUZON:  MANILA;270.0;Many (~101 to 1000 deaths);8.0;16.5, 122.2
4513;No;1970;1.0;4.0;7.8;0.0;CHINA;"CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI";10000.0;Very Many (~1001 or more deaths);0.0;24.1, 102.5
4538;No;1970;6.0;11.0;7.6;0.0;AUSTRALIA;AUSTRALIA:  MACQUARIE ISLAND;0.0;No deaths reported;0.0;-59.1, 157.8
6328;Yes;1970;9.0;28.0;5.1;0.0;NEW ZEALAND;NEW ZEALAND;0.0;No deaths reported;0.0;-44.64, 173.62
4589;No;1972;1.0;4.0;7.6;0.0;TAIWAN;TAIWAN;0.0;No deaths reported;0.0;22.6, 122.1
6441;Yes;1972;8.0;17.0;7.1;0.0;SOLOMON SEA;W. SOLOMON SEA;0.0;No deaths reported;0.0;-6.0, 152.9
4656;Yes;1974;5.0;8.0;6.5;0.0;JAPAN;JAPAN:  NAKAGI;30.0;Few (~1 to 50 deaths);0.0;34.5, 138.7
4661;No;1974;7.0;1.0;5.9;0.0;ARGENTINA;ARGENTINA:  LOS TOLDOS;0.0;No deaths reported;0.0;-22.124, -64.638
4690;No;1975;5.0;10.0;7.7;0.0;CHILE;CHILE:  CENTRAL;0.0;No deaths reported;0.0;-38.18, -73.23
4694;Yes;1975;7.0;20.0;7.9;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE;0.0;No deaths reported;0.0;-6.59, 155.054
4764;No;1977;3.0;18.0;7.0;0.0;PHILIPPINES;PHILIPPINES:  LUZON:  MANILA;1.0;Few (~1 to 50 deaths);0.1;16.77, 122.33
4792;No;1978;3.0;11.0;5.0;0.0;ITALY;ITALY:  SICILY;2.0;Few (~1 to 50 deaths);0.0;38.1, 16.03
4803;No;1978;6.0;3.0;4.9;0.0;JAPAN;JAPAN:  S HONSHU:  HIROSHIMA;0.0;No deaths reported;0.0;35.1, 132.6
6600;Yes;1979;2.0;20.0;6.4;0.0;JAPAN;IWATE, JAPAN;0.0;No deaths reported;0.0;40.232, 143.703
4893;No;1980;8.0;23.0;4.8;0.0;INDIA;INDIA:  KASHMIR;0.0;Few (~1 to 50 deaths);0.0;32.834, 75.629
4936;Yes;1982;1.0;11.0;7.1;0.0;PHILIPPINES;PHILIPPINES:  VIRAC, CATANDUANES;0.0;No deaths reported;0.0;13.752, 124.358
10512;No;1983;6.0;24.0;6.6;0.0;VIETNAM;VIETNAM;0.0;No deaths reported;0.0;21.721, 103.282
4993;No;1983;10.0;25.0;6.1;0.0;INDONESIA;INDONESIA:  CENTRAL SULAWESI;2.0;Few (~1 to 50 deaths);0.0;1.131, 120.858
5047;No;1984;9.0;18.0;6.4;0.0;TURKEY;TURKEY:  E, ERZURUM, OLUR-SENKAYA;3.0;Few (~1 to 50 deaths);0.0;40.885, 42.219
5078;Yes;1985;9.0;21.0;7.6;0.0;MEXICO;MEXICO:  SW COAST:  MEXICO CITY;0.0;Some (~51 to 100 deaths);0.0;17.802, -101.647
5082;No;1985;10.0;13.0;5.9;0.0;TAJIKISTAN;TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV;29.0;Few (~1 to 50 deaths);200.0;40.301, 69.823
5215;No;1989;10.0;18.0;5.3;0.0;CHINA;"CHINA:  SHANXI AND HEBEI PROVINCES; DATONG";29.0;Few (~1 to 50 deaths);0.0;39.893, 113.884
5225;Yes;1990;3.0;25.0;7.0;0.0;COSTA RICA;COSTA RICA:  PUNTARENAS, SAN JOSE;0.0;No deaths reported;0.0;9.919, -84.808
5292;No;1991;6.0;15.0;5.5;0.0;PHILIPPINES;PHILIPPINES:  LUZON:  MANILA, PINATUBO ERUPTION;0.0;No deaths reported;0.0;15.119, 120.355
5422;No;1995;10.0;6.0;6.9;0.0;INDONESIA;INDONESIA:  SUMATERA, JAMBI PROVINCE;84.0;Some (~51 to 100 deaths);0.0;-2.045, 101.436
5423;Yes;1995;10.0;9.0;7.4;0.0;MEXICO;MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE;49.0;Some (~51 to 100 deaths);0.0;19.055, -104.205
5428;Yes;1996;1.0;1.0;7.6;0.0;INDONESIA;INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI;0.0;No deaths reported;0.0;0.729, 119.931
5542;No;1999;11.0;11.0;5.5;0.0;TURKEY;TURKEY:  ADAPAZARI, KOCEALI, GOLCUK;2.0;Few (~1 to 50 deaths);0.0;40.744, 30.266
7301;Yes;2000;4.0;5.0;5.4;0.0;GREECE;GREECE:  CRETE;0.0;No deaths reported;0.0;34.22, 25.69
8952;No;2001;1.0;1.0;7.2;0.0;PHILIPPINES;PHILIPPINES:  MINDANAO;0.0;No deaths reported;0.0;6.898, 126.579
5589;No;2001;1.0;26.0;8.0;0.0;INDIA;"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN";20005.0;Very Many (~1001 or more deaths);2623.0;23.419, 70.232
5596;No;2001;3.0;24.0;6.5;0.0;JAPAN;JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA;2.0;Few (~1 to 50 deaths);500.0;34.083, 132.526
5607;No;2001;8.0;9.0;5.5;0.0;PERU;PERU:  ANTABAMA;4.0;Few (~1 to 50 deaths);0.0;-14.258, -72.683
5663;No;2002;11.0;3.0;8.5;0.0;USA;ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS;0.0;No deaths reported;56.0;63.517, -147.444
5723;No;2003;9.0;22.0;6.6;0.0;DOMINICAN REPUBLIC;DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO;3.0;Few (~1 to 50 deaths);0.0;19.777, -70.673
5736;No;2003;11.0;18.0;6.5;0.0;PHILIPPINES;PHILIPPINES:  SAMAR:  CAN-AVID;1.0;Few (~1 to 50 deaths);0.0;12.025, 125.416
5833;No;2004;12.0;6.0;6.5;0.0;JAPAN;JAPAN:  HOKKAIDO:  KUSHIRO;0.0;No deaths reported;0.0;42.9, 145.228
6659;Yes;2005;4.0;10.0;6.7;0.0;INDONESIA;INDONESIA:  PADANG;0.0;No deaths reported;0.0;-1.644, 99.607
7225;No;2006;2.0;22.0;7.5;0.0;MOZAMBIQUE;MOZAMBIQUE;4.0;Few (~1 to 50 deaths);0.0;-21.324, 33.583
7880;No;2008;5.0;29.0;6.2;0.0;ICELAND;ICELAND: REYKJAVIK;0.0;No deaths reported;0.0;64.004, -21.012
8693;No;2010;1.0;2.0;5.1;0.0;TAJIKISTAN;TAJIKISTAN;0.0;No deaths reported;1.5;38.245, 71.467
8912;Yes;2010;3.0;11.0;7.0;0.0;CHILE;CHILE:  RANCAGUA;0.0;No deaths reported;0.0;-34.29, -71.891
9372;No;2010;3.0;30.0;6.3;0.0;INDIA;INDIA: ANDAMAN ISLANDS:  DIGLIPUR;0.0;No deaths reported;0.0;13.667, 92.831
9292;No;2010;6.0;16.0;7.1;0.0;INDONESIA;INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN;17.0;Few (~1 to 50 deaths);0.0;-2.174, 136.543
9592;Yes;2010;10.0;25.0;7.3;0.0;INDONESIA;INDONESIA:  SUMATRA;0.0;No deaths reported;0.0;-3.487, 100.082
9848;No;2011;4.0;4.0;5.1;0.0;NEPAL;NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH;0.0;No deaths reported;0.0;29.698, 80.754
9823;Yes;2011;7.0;10.0;7.0;0.0;JAPAN;JAPAN:  HONSHU:  E COAST;0.0;No deaths reported;0.0;38.034, 143.264
9901;No;2012;5.0;29.0;5.8;0.0;ITALY;ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO;17.0;Few (~1 to 50 deaths);15800.0;44.851, 11.086
9974;No;2013;4.0;9.0;6.3;0.0;IRAN;IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA;37.0;Few (~1 to 50 deaths);0.0;28.428, 51.593
3;No;-2000;0.0;0.0;7.1;0.0;TURKMENISTAN;TURKMENISTAN:  W;1.0;Few (~1 to 50 deaths);0.0;38.0, 58.2
8239;No;368;0.0;0.0;6.4;0.0;TURKEY;TURKEY:  MARMARA SEA;0.0;No deaths reported;0.0;40.5, 29.6
7905;No;1022;4.0;0.0;6.5;0.0;CHINA;CHINA:  SHAANXI PROVINCE:  DATONG;0.0;No deaths reported;0.0;39.8, 113.1
5947;Yes;1448;9.0;19.0;7.0;0.0;JAPAN;JAPAN:  SADO;0.0;No deaths reported;0.0;37.5, 138.2
706;No;1535;5.0;0.0;5.0;0.0;CHINA;CHINA:  FUJIAN:  CHANGTING;0.0;Many (~101 to 1000 deaths);0.0;25.8, 116.4
738;No;1561;7.0;25.0;7.3;0.0;CHINA;CHINA:  NINGXIA:  E OF ZHONGWEI;1001.0;Very Many (~1001 or more deaths);0.0;37.5, 106.2
787;Yes;1587;7.0;9.0;6.2;0.0;PERU;PERU:  PIURA;0.0;No deaths reported;0.0;-5.3, -80.5
5958;Yes;1597;9.0;10.0;6.4;0.0;JAPAN;JAPAN:  BEPPU BAY;0.0;No deaths reported;0.0;33.3, 131.6
8094;No;1628;10.0;6.0;6.3;0.0;CHINA;CHINA:  HEBEI PROVINCE;63.0;Some (~51 to 100 deaths);0.0;40.6, 114.2
7957;No;1658;2.0;3.0;6.0;0.0;CHINA;CHINA:  HEBEI PROVINCE;0.0;Many (~101 to 1000 deaths);0.0;39.4, 115.7
9814;Yes;1671;2.0;27.0;6.9;0.0;JAPAN;JAPAN:  NANKAIDO;0.0;No deaths reported;0.0;33.4, 134.7
6032;Yes;1715;12.0;29.0;6.6;0.0;JAPAN;SEIKAIDO, JAPAN;0.0;No deaths reported;0.0;33.3, 131.7
1210;No;1718;6.0;19.0;7.5;0.0;CHINA;CHINA:  GANSU PROVINCE;73000.0;Very Many (~1001 or more deaths);0.0;35.0, 105.2
5915;Yes;1768;7.0;22.0;6.5;0.0;JAPAN;JAPAN:  RYUKYU ISLANDS;0.0;No deaths reported;0.0;26.2, 127.5
1518;No;1792;9.0;7.0;6.0;0.0;CHINA;CHINA:  SICHUAN PROVINCE:  N OF QIANNING;205.0;Many (~101 to 1000 deaths);0.0;31.0, 101.5
1615;No;1814;11.0;24.0;6.0;0.0;CHINA;CHINA:  YUNNAN PROVINCE:  SIPING;900.0;Many (~101 to 1000 deaths);0.0;23.7, 102.5
1682;No;1824;6.0;25.0;6.4;0.0;IRAN;IRAN:  SHIRAZ, GUYUM;0.0;Many (~101 to 1000 deaths);0.0;29.8, 52.4
1800;Yes;1837;11.0;7.0;8.5;0.0;CHILE;CHILE:  VALDIVIA;0.0;No deaths reported;0.0;-42.5, -74.0
1865;Yes;1845;2.0;8.0;7.0;0.0;INDONESIA;INDONESIA:  N SULAWESI:  MENADO, TIKALA, TOMOHON;118.0;Many (~101 to 1000 deaths);0.0;1.48, 124.85
1971;Yes;1854;12.0;24.0;8.4;0.0;JAPAN;JAPAN:  NANKAIDO;0.0;Many (~101 to 1000 deaths);0.0;33.1, 135.0
1997;No;1856;6.0;10.0;5.5;0.0;CHINA;CHINA:  HUBEI PROVINCE;300.0;Many (~101 to 1000 deaths);0.0;29.7, 108.8
2065;No;1862;12.0;23.0;5.5;0.0;CHINA;CHINA:  SHANXI PROVINCE;0.0;Some (~51 to 100 deaths);0.0;35.5, 111.5
2159;Yes;1869;10.0;11.0;5.6;0.0;UKRAINE;UKRAINE:  CRIMEA:  SUDAK, FEODOSIA;0.0;No deaths reported;0.0;44.75, 35.0
7988;No;1876;8.0;5.0;6.0;0.0;CHINA;CHINA:  YUNNAN PROVINCE;0.0;No deaths reported;0.0;25.4, 99.4
2320;No;1883;3.0;9.0;6.0;0.0;COLOMBIA;COLOMBIA:  ANTIOQUIA, YARUMAL;0.0;No deaths reported;0.0;7.4, -76.9
7989;No;1888;3.0;11.0;5.0;0.0;CHINA;CHINA:  QINGHAI PROVINCE;0.0;Few (~1 to 50 deaths);0.0;36.5, 102.2
2393;No;1889;7.0;28.0;6.3;0.0;JAPAN;JAPAN:  KUMAMOTO;20.0;Few (~1 to 50 deaths);0.0;32.8, 130.7
2419;Yes;1892;5.0;16.0;7.5;0.0;USA TERRITORY;GUAM;0.0;No deaths reported;0.0;14.0, 143.3
7883;No;1894;7.0;26.0;6.3;0.0;GREECE;GREECE:  DUKAT;0.0;No deaths reported;0.0;37.75, 21.75
2470;No;1895;5.0;14.0;7.5;0.0;GREECE;GREECE:  MARGARITION-FILIATES (THESPROTIA);0.0;Some (~51 to 100 deaths);0.0;39.5, 20.5
2494;No;1896;11.0;1.0;6.6;0.0;CHINA;CHINA:  XINJIANG PROVINCE:  KASHGAR;7.0;Few (~1 to 50 deaths);0.0;39.7, 75.9
2679;Yes;1904;6.0;25.0;8.1;0.0;RUSSIA;RUSSIA:  OFF KAMCHATKA;0.0;No deaths reported;0.0;52.0, 159.0
8110;No;1906;3.0;28.0;6.5;0.0;CHINA;CHINA:  FUJIAN PROVINCE;0.0;Many (~101 to 1000 deaths);0.0;24.5, 118.5
6250;Yes;1908;2.0;6.0;7.5;0.0;INDONESIA;SW. SUMATRA;0.0;No deaths reported;0.0;-2.0, 100.0
3062;No;1916;8.0;28.0;6.5;0.0;TAIWAN;TAIWAN;180.0;Many (~101 to 1000 deaths);0.0;23.7, 120.9
3125;Yes;1918;11.0;8.0;7.8;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;44.5, 151.5
3267;No;1925;5.0;23.0;6.8;0.0;JAPAN;JAPAN:  HONSHU:  TAJIMA;395.0;Many (~101 to 1000 deaths);0.0;35.75, 134.75
3293;Yes;1926;8.0;17.0;5.3;0.0;ITALY;ITALY:  SALINA ISLAND;0.0;No deaths reported;0.0;38.567, 14.833
10236;No;1933;11.0;20.0;7.4;0.0;CANADA;CANADA:  BAFFIN BAY;0.0;No deaths reported;0.0;73.122, -70.014
3534;Yes;1934;7.0;18.0;7.7;0.0;PANAMA;PANAMA-COSTA RICA;0.0;No deaths reported;0.05;8.0, -82.5
3642;Yes;1939;6.0;22.0;6.4;0.0;GHANA;GHANA:  ACCRA;22.0;Few (~1 to 50 deaths);0.0;5.18, -0.13
3679;No;1941;5.0;5.0;6.0;0.0;CHINA;CHINA:  HEILONGJIANG PROVINCE;132.0;Many (~101 to 1000 deaths);0.0;47.0, 127.2
3749;No;1943;7.0;23.0;8.1;0.0;INDONESIA;INDONESIA:   JAVA:  JOGYAKARTA;213.0;Many (~101 to 1000 deaths);0.0;-9.5, 110.0
8019;No;1944;9.0;27.0;7.0;0.0;CHINA;CHINA:  XINJIANG;0.0;No deaths reported;0.0;39.1, 75.0
3800;No;1945;3.0;18.0;6.0;0.0;UGANDA;UGANDA:  MASARA;5.0;Few (~1 to 50 deaths);0.0;
3860;No;1947;8.0;6.0;5.3;0.0;ALGERIA;ALGERIA;3.0;Few (~1 to 50 deaths);0.0;37.0, 8.0
6361;Yes;1950;3.0;14.0;5.8;0.0;NEW ZEALAND;N. NEW ZEALAND;0.0;No deaths reported;0.0;-37.8, 177.2
8026;No;1950;9.0;13.0;5.8;0.0;CHINA;CHINA:  YUNNAN PROVINCE;0.0;No deaths reported;0.0;23.5, 103.1
3962;Yes;1950;12.0;10.0;7.0;0.0;PERU;PERU:  ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA;4.0;Few (~1 to 50 deaths);0.0;-14.25, -75.75
3975;No;1951;8.0;6.0;5.5;0.0;NICARAGUA;NICARAGUA:  GULF OF FONSECA:  JINOTEGA;0.0;No deaths reported;0.0;13.0, -87.5
9916;Yes;1952;7.0;13.0;6.8;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-18.5, 169.25
8038;No;1954;6.0;17.0;5.3;0.0;CHINA;CHINA:  ANHUI PROVINCE;0.0;No deaths reported;0.0;31.6, 116.6
6384;Yes;1959;2.0;7.0;7.4;0.0;PERU;PERU-ECUADOR;0.0;No deaths reported;0.0;-4.0, -81.5
6389;Yes;1960;6.0;11.0;6.6;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  W. SOLOMON SEA;0.0;No deaths reported;0.0;-9.4, 152.3
8059;No;1961;4.0;13.0;6.8;0.0;CHINA;CHINA: XINJIANG;0.0;No deaths reported;0.0;39.8, 77.7
6327;Yes;1963;12.0;18.0;7.5;0.0;TONGA;TONGA TRENCH;0.0;No deaths reported;0.0;-24.8, -176.6
4311;Yes;1964;3.0;28.0;8.4;0.0;USA;ALASKA;15.0;Few (~1 to 50 deaths);284.0;61.017, -147.648
4337;Yes;1965;2.0;4.0;7.8;0.0;USA;ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS;0.0;No deaths reported;0.0;51.29, 178.55
4343;No;1965;3.0;14.0;7.3;0.0;AFGHANISTAN;AFGHANISTAN;0.0;No deaths reported;0.0;36.3, 70.7
6415;Yes;1965;7.0;6.0;6.3;0.0;GREECE;NORTH CORINTH GULF;1.0;Few (~1 to 50 deaths);0.0;38.267, 22.3
4473;No;1969;1.0;19.0;7.6;0.0;JAPAN;JAPAN:  HOKKAIDO;0.0;No deaths reported;0.0;45.0, 143.2
7972;No;1969;2.0;11.0;6.3;0.0;CHINA;CHINA:  XINJIANG PROVINCE:  WUSHI;4.0;Few (~1 to 50 deaths);0.0;41.45, 79.367
4486;Yes;1969;3.0;31.0;7.0;0.0;EGYPT;EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO);2.0;Few (~1 to 50 deaths);0.0;27.7, 34.0
4579;No;1971;8.0;9.0;5.3;0.0;IRAN;IRAN:  BABOL-KENAR;1.0;Few (~1 to 50 deaths);0.0;36.3, 52.7
4645;No;1973;10.0;6.0;7.5;0.0;ANTARCTICA;ANTARCTICA;0.0;No deaths reported;0.0;-60.82, -21.55
6598;Yes;1974;2.0;1.0;7.1;0.0;SOLOMON ISLANDS;SOLOMON ISLANDS;0.0;No deaths reported;0.0;-7.4, 155.6
7924;No;1974;4.0;22.0;5.5;0.0;CHINA;CHINA:  JIANGSU PROVINCE;0.0;No deaths reported;0.0;31.6, 119.2
6445;Yes;1974;9.0;27.0;6.7;0.0;RUSSIA;RUSSIA:  KURIL-JAPAN:  HOKKAIDO;0.0;No deaths reported;0.0;43.2, 146.7
4687;No;1975;3.0;28.0;6.0;6.2;USA;IDAHO:  POCATELLO VALLEY;0.0;No deaths reported;1.0;42.06, -112.55
4704;Yes;1975;11.0;29.0;7.2;0.0;USA;HAWAII;0.0;No deaths reported;4.0;19.451, -155.033
4705;Yes;1975;12.0;26.0;7.8;0.0;SAMOA;SAMOA ISLANDS;0.0;No deaths reported;0.0;-16.265, -172.467
4706;No;1975;12.0;31.0;5.5;0.0;GREECE;GREECE:  KATO-MAKRINOU;1.0;Few (~1 to 50 deaths);0.0;38.628, 21.798
6450;Yes;1976;1.0;21.0;7.0;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;44.915, 149.123
4726;No;1976;5.0;29.0;7.4;0.0;CHINA;CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI;0.0;Some (~51 to 100 deaths);0.0;24.531, 98.71
4788;Yes;1978;1.0;14.0;6.6;0.0;JAPAN;JAPAN:  TOKKAIDO, OSHIMA;25.0;Few (~1 to 50 deaths);0.0;34.809, 139.259
4796;Yes;1978;3.0;23.0;6.8;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;44.209, 148.971
4827;No;1979;2.0;16.0;6.9;0.0;PERU;PERU:  AREQUIPA;18.0;Few (~1 to 50 deaths);0.0;-16.39, -72.658
4845;No;1979;10.0;9.0;4.7;0.0;GUATEMALA;GUATEMALA;0.0;No deaths reported;0.0;14.321, -90.082
4880;Yes;1980;6.0;29.0;6.2;0.0;JAPAN;JAPAN:  HONSHU:  S COAST;0.0;No deaths reported;0.0;34.808, 139.181
6512;Yes;1982;3.0;11.0;6.4;0.0;INDONESIA;INDONESIA:  SUMBAWA ISLAND REGION;0.0;No deaths reported;0.0;-9.265, 118.479
5092;No;1986;4.0;5.0;4.6;0.0;PERU;PERU:  CUZCO;16.0;Few (~1 to 50 deaths);22.0;-13.41, -71.785
5129;Yes;1987;3.0;5.0;7.3;0.0;CHILE;CHILE:  ANTOFAGASTA, ARICA;1.0;Few (~1 to 50 deaths);0.0;-24.388, -70.161
5157;No;1988;1.0;22.0;6.7;0.0;AUSTRALIA;AUSTRALIA:  TENNANT CREEK;0.0;No deaths reported;0.0;-19.829, 133.882
5245;No;1990;6.0;14.0;7.1;0.0;PHILIPPINES;PHILIPPINES:  CULASI, PANAY;4.0;Few (~1 to 50 deaths);0.0;11.76, 121.899
5260;No;1990;9.0;27.0;4.5;0.0;KAZAKHSTAN;KAZAKHSTAN:  ZAYSAN;0.0;No deaths reported;0.0;47.903, 84.961
5337;No;1992;9.0;8.0;4.7;0.0;IRAN;IRAN:  FIRUZABAD;1.0;Few (~1 to 50 deaths);0.0;29.134, 52.187
5491;No;1998;4.0;10.0;5.7;0.0;IRAN;IRAN:  BIRJAND, GONABAD;12.0;Few (~1 to 50 deaths);0.0;32.457, 59.976
5509;No;1998;11.0;19.0;5.6;0.0;CHINA;CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG;5.0;Few (~1 to 50 deaths);70.0;27.308, 101.029
5565;Yes;2000;6.0;18.0;7.8;0.0;AUSTRALIA;AUSTRALIA:  S, COCOS ISLANDS;0.0;No deaths reported;0.0;-13.802, 97.453
5578;No;2000;10.0;6.0;6.8;0.0;JAPAN;JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI;0.0;No deaths reported;150.0;35.456, 133.134
5579;No;2000;10.0;30.0;4.5;0.0;AFGHANISTAN;AFGHANISTAN-TAJIKISTAN:  RAKHOR;0.0;No deaths reported;0.0;37.542, 69.582
5669;No;2002;12.0;25.0;5.6;0.0;CHINA;CHINA:  XINJIANG:  WUQIA;0.0;No deaths reported;0.0;39.57, 75.254
5706;No;2003;7.0;15.0;7.6;0.0;INDIAN OCEAN;INDIAN OCEAN:  FELT IN MALDIVES;0.0;No deaths reported;0.0;-2.598, 68.382
5759;No;2004;2.0;7.0;7.5;0.0;INDONESIA;INDONESIA:  NABIRE;0.0;No deaths reported;0.0;-4.003, 135.023
5765;No;2004;2.0;24.0;6.4;0.0;MOROCCO;MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH;628.0;Many (~101 to 1000 deaths);400.0;35.142, -3.997
5800;No;2004;9.0;7.0;6.1;0.0;ARGENTINA;ARGENTINA: CATAMARCA;1.0;Few (~1 to 50 deaths);0.0;-28.573, -65.84
5807;No;2004;10.0;23.0;6.3;0.0;JAPAN;JAPAN:  HONSHU:  NIIGATA PREFECTURE;40.0;Few (~1 to 50 deaths);28000.0;37.226, 138.779
6757;No;2005;7.0;5.0;6.8;0.0;INDONESIA;INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI;0.0;No deaths reported;0.0;1.819, 97.082
7410;No;2006;10.0;20.0;6.6;0.0;PERU;PERU:  CENTRAL;0.0;No deaths reported;0.0;-13.457, -76.677
7420;No;2006;12.0;1.0;6.0;0.0;INDONESIA;INDONESIA:  SUMABAWA:  BIMA;1.0;Few (~1 to 50 deaths);0.0;-8.251, 118.777
7724;No;2007;12.0;20.0;6.5;6.9;NEW ZEALAND;NEW ZEALAND:  OFF COAST NORTH ISLAND;1.0;Few (~1 to 50 deaths);0.0;-39.011, 178.291
8133;No;2008;9.0;10.0;6.0;0.0;IRAN;IRAN:  HORMOZGAN PROVINCE;7.0;Few (~1 to 50 deaths);0.0;26.743, 55.828
8161;No;2008;10.0;6.0;6.2;0.0;CHINA;CHINA:  TIBET (XIZANG PROVINCE);9.0;Few (~1 to 50 deaths);0.0;29.807, 90.35
8512;No;2009;8.0;28.0;6.2;0.0;CHINA;CHINA:  QINGHAI PROVINCE;0.0;No deaths reported;0.0;37.696, 95.718
8532;No;2009;9.0;6.0;5.8;0.0;GEORGIA;GEORGIA:  NORTHWESTERN;0.0;No deaths reported;0.0;42.66, 43.443
8533;No;2009;9.0;18.0;5.2;0.0;PHILIPPINES;PHILIPPINES:  COTABATO, SULTAN KUDARAT;0.0;No deaths reported;0.0;6.513, 124.715
9836;No;2011;3.0;10.0;5.3;5.4;CHINA;CHINA:  YUNNAN PROVINCE:  PINGYUAN;25.0;Few (~1 to 50 deaths);0.0;24.719, 97.969
9872;No;2011;8.0;11.0;5.3;0.0;CHINA;CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI;0.0;No deaths reported;0.0;39.955, 77.028
9867;No;2012;1.0;30.0;5.9;0.0;PERU;PERU:  ICA;0.0;No deaths reported;0.0;-14.168, -75.635
9871;Yes;2012;2.0;2.0;6.9;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-17.827, 167.133
9980;No;2013;4.0;12.0;5.5;0.0;JAPAN;JAPAN;0.0;No deaths reported;0.0;34.369, 134.828
10035;No;2013;4.0;17.0;5.5;0.0;JAPAN;JAPAN: MIYAKEJIMA;0.0;No deaths reported;0.0;33.958, 139.352
10421;No;2019;7.0;1.0;3.1;2.8;POLAND;POLAND:  KATOWICE;3.0;Few (~1 to 50 deaths);0.0;50.287, 18.997
5896;Yes;745;6.0;9.0;6.5;0.0;JAPAN;JAPAN: OSAKA BAY;0.0;No deaths reported;0.0;34.6, 135.3
7904;No;999;10.0;0.0;5.5;0.0;CHINA;CHINA:  JIANGSU PROVINCE:   CHANGZHOU;0.0;No deaths reported;0.0;31.8, 119.9
9986;Yes;1341;1.0;1.0;6.0;0.0;UKRAINE;UKRAINE:  CRIMEA;0.0;No deaths reported;0.0;44.3, 34.3
682;No;1515;6.0;17.0;7.0;0.0;CHINA;CHINA:  YUNNAN PROVINCE:  HEQING;100.0;Some (~51 to 100 deaths);0.0;26.6, 100.2
750;Yes;1564;7.0;20.0;5.8;0.0;FRANCE;FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON;650.0;Many (~101 to 1000 deaths);0.0;44.017, 7.283
5959;Yes;1602;2.0;8.0;7.2;0.0;JAPAN;JAPAN:  BOSO;0.0;No deaths reported;0.0;35.1, 140.5
905;No;1626;6.0;28.0;7.0;0.0;CHINA;CHINA:  SHANXI PROVINCE;5200.0;Very Many (~1001 or more deaths);0.0;39.4, 114.2
5969;Yes;1644;10.0;18.0;6.9;0.0;JAPAN;JAPAN:  NW. HONSHU ISLAND;0.0;Some (~51 to 100 deaths);0.0;39.4, 140.1
5972;Yes;1649;12.0;9.0;6.5;0.0;SOUTH KOREA;YELLOW SEA;0.0;No deaths reported;0.0;35.5, 126.0
5976;Yes;1666;5.0;31.0;6.4;0.0;JAPAN;TOKAIDO, JAPAN;0.0;No deaths reported;0.0;35.0, 136.8
6005;Yes;1667;0.0;0.0;6.7;0.0;JAPAN;MIYAKOJIMA, JAPAN;0.0;No deaths reported;0.0;25.0, 125.5
