ID Earthquake;Flag Tsunami;Year;Month;Day;Ms Magnitude;Ml Magnitude;Country;Location name;Earthquake : Deaths;Earthquake : Deaths Description;Earthquake : Damage (in M$);ICoordinates
32;No;-70;6.0;1.0;7.0;0.0;CHINA;CHINA:  SHANDONG PROVINCE;6000.0;Very Many (~1001 or more deaths);0.0;36.3, 119.0
202;No;818;5.0;15.0;7.5;0.0;AFGHANISTAN;"AFGHANISTAN; INDIA:  HINDU-KUSH; KAZAHKSTAN:  BALKHA";0.0;Many (~101 to 1000 deaths);0.0;36.8, 66.2
5899;Yes;850;11.0;27.0;7.0;0.0;JAPAN;JAPAN:  YOMAGATA, SHONAI;0.0;No deaths reported;0.0;39.0, 139.9
218;No;851;0.0;0.0;5.2;0.0;ARMENIA;ARMENIA:  DVIN;12000.0;Very Many (~1001 or more deaths);0.0;40.0, 44.6
405;No;1143;4.0;0.0;6.0;0.0;CHINA;CHINA:  NINGXIA;10000.0;Very Many (~1001 or more deaths);0.0;38.5, 106.3
5943;Yes;1343;10.0;18.0;7.5;0.0;TURKEY;TURKEY:  ISTANBUL (CONSTANTINOPLE);0.0;No deaths reported;0.0;40.8, 28.3
5946;Yes;1433;11.0;7.0;7.1;0.0;JAPAN;TOKAIDO, JAPAN;0.0;Many (~101 to 1000 deaths);0.0;34.9, 139.5
7916;No;1484;1.0;29.0;6.8;0.0;CHINA;CHINA:  BEIJING;0.0;Some (~51 to 100 deaths);0.0;40.5, 116.5
776;Yes;1582;1.0;22.0;8.2;0.0;PERU;PERU:  SOCABAYA,AREQUIPA;0.0;Many (~101 to 1000 deaths);0.0;-16.6, -71.6
6008;Yes;1615;6.0;5.0;5.7;0.0;UKRAINE;UKRAINE:  BLACK SEA;0.0;No deaths reported;0.0;44.9, 35.5
885;No;1619;2.0;14.0;8.6;0.0;PERU;PERU:  TRUJILLO, PIURA, SANTA;350.0;Many (~101 to 1000 deaths);0.0;-7.941, -79.038
9982;Yes;1649;1.0;0.0;5.0;0.0;ITALY;ITALY:  MESSINA;0.0;No deaths reported;0.0;38.183, 15.55
983;No;1652;6.0;8.0;5.8;0.0;RUSSIA;RUSSIA:  CAUCASUS;0.0;Few (~1 to 50 deaths);0.0;42.1, 47.7
1189;No;1714;7.0;27.0;6.3;0.0;GREECE;GREECE:  PATRAS;0.0;No deaths reported;0.0;38.2, 21.7
8096;No;1748;5.0;2.0;5.5;0.0;CHINA;CHINA:  SICHUAN PROVINCE;0.0;No deaths reported;0.0;32.9, 103.6
1373;No;1763;12.0;30.0;6.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE;1000.0;Many (~101 to 1000 deaths);0.0;24.3, 102.8
5924;Yes;1782;8.0;22.0;7.3;0.0;JAPAN;TOKAIDO, JAPAN;0.0;No deaths reported;0.0;35.1, 139.7
1462;Yes;1783;2.0;6.0;5.9;0.0;ITALY;ITALY:  MESSINA STRAITS;0.0;No deaths reported;0.0;38.217, 15.633
1545;No;1799;9.0;0.0;5.0;0.0;COLOMBIA;COLOMBIA:  CARTAGO;0.0;No deaths reported;0.0;7.5, -73.5
1625;Yes;1817;8.0;23.0;6.8;0.0;GREECE;GREECE:  ACHAIA:  AEGHION;0.0;No deaths reported;0.0;38.25, 22.25
6621;Yes;1839;5.0;1.0;7.3;0.0;JAPAN;SE. HOKKAIDO ISLAND, JAPAN;0.0;No deaths reported;0.0;42.5, 145.0
6150;Yes;1863;8.0;17.0;7.5;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-19.0, 168.5
2153;No;1869;7.0;7.0;6.5;0.0;NEPAL;NEPAL:  KATHMANDU;0.0;Many (~101 to 1000 deaths);0.0;27.7, 85.3
2169;Yes;1870;5.0;11.0;7.9;0.0;MEXICO;MEXICO:  OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC;24.0;Few (~1 to 50 deaths);0.0;15.4, -96.3
2321;No;1883;5.0;3.0;6.2;0.0;IRAN;IRAN:  TABRIZ;0.0;Many (~101 to 1000 deaths);0.0;38.1, 46.3
6208;Yes;1885;4.0;30.0;7.3;0.0;INDONESIA;INDONESIA:  BURU I, AMBON I, HARUKU I;0.0;No deaths reported;0.0;-2.5, 127.5
2424;No;1893;3.0;31.0;6.7;0.0;TURKEY;TURKEY:  MALATYA;400.0;Many (~101 to 1000 deaths);0.0;38.3, 38.3
2478;No;1895;8.0;30.0;6.0;0.0;CHINA;CHINA: GUANGDONG PROVINCE;0.0;Some (~51 to 100 deaths);0.0;23.5, 116.5
2564;Yes;1899;12.0;25.0;6.4;6.6;USA;CALIFORNIA;6.0;Few (~1 to 50 deaths);0.0;33.5, -117.0
6232;Yes;1900;9.0;10.0;6.8;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  BISMARCK SEA;0.0;No deaths reported;0.0;-4.0, 152.0
2748;Yes;1906;1.0;31.0;8.6;0.0;ECUADOR;ECUADOR:  OFF COAST;1000.0;Many (~101 to 1000 deaths);0.0;1.0, -81.5
2773;No;1906;7.0;14.0;7.7;0.0;COLOMBIA;COLOMBIA;0.0;No deaths reported;0.0;4.6, -74.0
2910;No;1910;6.0;24.0;6.4;0.0;ALGERIA;ALGERIA:  MASQUERAY,  KABYLIA;12.0;Few (~1 to 50 deaths);0.0;36.0, 4.0
3005;Yes;1914;5.0;26.0;8.0;0.0;INDONESIA;INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAPEN;0.0;Many (~101 to 1000 deaths);0.0;-1.829, 136.943
3133;Yes;1919;1.0;1.0;8.3;0.0;FIJI;FIJI ISLANDS;0.0;No deaths reported;0.0;-19.5, -176.5
3196;No;1922;8.0;25.0;5.1;0.0;ALGERIA;ALGERIA: BORDJ ABOU EL HASEN, DAHRA;0.0;No deaths reported;0.0;36.3, 1.3
9672;No;1925;6.0;28.0;6.7;0.0;USA;MONTANA:  CLARKSTON VALLEY;0.0;No deaths reported;0.15;46.4, -111.24
6085;Yes;1930;6.0;19.0;6.0;0.0;INDONESIA;JAVA-S. JAVA SEA;0.0;No deaths reported;0.0;-5.6, 105.3
3426;Yes;1930;10.0;30.0;5.9;0.0;ITALY;ITALY:  SENIGALLIA;18.0;Few (~1 to 50 deaths);0.0;43.667, 13.267
4086;No;1956;1.0;8.0;6.5;0.0;MEXICO;MEXICO:  GUERRERO;0.0;No deaths reported;0.0;17.0, -99.5
4188;No;1959;4.0;26.0;7.5;0.0;TAIWAN;TAIWAN:  TAIPEI;2.0;Few (~1 to 50 deaths);0.0;24.78, 122.7
7780;Yes;1961;5.0;23.0;6.5;0.0;TURKEY;TURKEY;0.0;No deaths reported;0.0;36.7, 28.5
4268;No;1962;7.0;26.0;7.4;0.0;PANAMA;PANAMA;0.0;No deaths reported;0.0;7.5, -82.0
8069;No;1963;4.0;23.0;6.0;0.0;CHINA;CHINA:   YUNNAN PROVINCE;0.0;No deaths reported;0.0;25.8, 99.5
4304;Yes;1963;10.0;13.0;8.1;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;44.77, 149.798
4356;Yes;1965;8.0;23.0;7.8;0.0;MEXICO;MEXICO:  ME\XICO CITY, OAXACA;6.0;Few (~1 to 50 deaths);0.0;16.3, -95.8
4377;No;1966;9.0;1.0;5.9;0.0;GREECE;GREECE:  SOUTHERN;1.0;Few (~1 to 50 deaths);14.0;37.5, 22.1
4396;Yes;1967;4.0;11.0;5.5;0.0;INDONESIA;INDONESIA:  MAKASSAR STRAIT;58.0;Some (~51 to 100 deaths);0.0;-3.7, 119.3
4414;No;1967;8.0;13.0;5.3;0.0;FRANCE;FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR;1.0;Few (~1 to 50 deaths);0.0;43.2, -0.5
4456;No;1968;8.0;31.0;7.3;0.0;IRAN;IRAN:  DASHT-E-BAYAZ;10488.0;Very Many (~1001 or more deaths);35.0;34.0, 59.0
4483;No;1969;3.0;29.0;6.2;0.0;ETHIOPIA;ETHIOPIA:  SARDO;40.0;Few (~1 to 50 deaths);0.32;11.9, 41.21
4544;No;1970;7.0;31.0;7.1;0.0;PERU;PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY;1.0;Few (~1 to 50 deaths);0.0;-1.5, -72.6
4648;No;1973;11.0;11.0;5.5;0.0;IRAN;IRAN:  QESHLAGH,DEH BID;1.0;Few (~1 to 50 deaths);0.0;30.57, 52.89
4790;No;1978;2.0;15.0;4.5;0.0;TURKEY;TURKEY;0.0;No deaths reported;0.0;39.69, 39.79
4815;No;1978;9.0;16.0;7.8;0.0;IRAN;IRAN:  TABAS;20000.0;Very Many (~1001 or more deaths);50.0;33.386, 57.434
4920;Yes;1981;5.0;25.0;7.6;0.0;NEW ZEALAND;NEW ZEALAND:  W OF NORTH ISLAND;0.0;No deaths reported;0.0;-48.786, 164.357
7283;Yes;1983;1.0;17.0;7.2;0.0;GREECE;GREECE: IONIAN SEA;0.0;No deaths reported;0.0;38.026, 20.228
4960;No;1983;1.0;24.0;6.7;0.0;MEXICO;MEXICO:  OAXACA:   SALINA CRUZ;0.0;No deaths reported;0.0;16.147, -95.232
4976;No;1983;4.0;22.0;5.9;0.0;THAILAND;THAILAND:  BANGKOK;0.0;No deaths reported;0.0;14.926, 99.023
4985;Yes;1983;8.0;6.0;7.0;0.0;GREECE;GREECE:  AEGEAN SEA;0.0;No deaths reported;0.0;40.142, 24.766
5084;No;1985;11.0;7.0;4.2;0.0;TURKEY;TURKEY:  ERZURUM, KARS, AGRI, ARTVIN;0.0;No deaths reported;0.0;40.31, 42.307
5116;Yes;1986;11.0;14.0;7.8;0.0;TAIWAN;TAIWAN:  TAIPEI, HUALIEN;15.0;Few (~1 to 50 deaths);0.0;23.901, 121.574
5164;Yes;1988;8.0;6.0;7.2;0.0;MYANMAR (BURMA);"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL";38.0;Few (~1 to 50 deaths);1.0;25.149, 95.127
5167;Yes;1988;8.0;20.0;6.6;0.0;NEPAL;NEPAL-INDIA:  KATHMANDU, BIHAR;998.0;Many (~101 to 1000 deaths);131.5;26.755, 86.616
5172;No;1988;10.0;16.0;5.8;0.0;GREECE;GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION;0.0;No deaths reported;0.0;37.938, 20.932
5204;No;1989;6.0;26.0;5.7;0.0;AZORES (PORTUGAL);AZORES:  GRACIOSA, TERCEIRA;0.0;No deaths reported;0.0;39.112, -28.242
5205;No;1989;7.0;9.0;5.0;0.0;JAPAN;JAPAN:  HONSHU:  ITO, AJIRO;0.0;No deaths reported;0.0;34.942, 139.193
5211;No;1989;9.0;22.0;6.1;0.0;CHINA;CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY;1.0;Few (~1 to 50 deaths);0.0;31.583, 102.433
5219;No;1989;11.0;20.0;5.7;0.0;IRAN;IRAN:  SHAHDAD, KERMAN PROVINCE;3.0;Few (~1 to 50 deaths);0.0;29.892, 57.718
5250;No;1990;6.0;21.0;5.3;0.0;IRAN;IRAN:  LOWSHAN, MANJIL;20.0;Few (~1 to 50 deaths);0.0;36.636, 49.799
5259;No;1990;9.0;26.0;4.2;0.0;SOUTH AFRICA;SOUTH AFRICA:  WELKOM;2.0;Few (~1 to 50 deaths);0.0;-28.014, 26.727
7802;Yes;1990;12.0;13.0;6.3;0.0;TAIWAN;TAIWAN:  HUA-LIEN;0.0;No deaths reported;0.0;23.722, 121.627
5300;No;1991;7.0;23.0;4.7;0.0;PERU;PERU:  MACA, CHIVAY, YANQUE;92.0;Some (~51 to 100 deaths);0.0;-15.679, -71.574
5317;No;1992;3.0;13.0;6.9;0.0;TURKEY;TURKEY:  ERZINCAN;653.0;Many (~101 to 1000 deaths);750.0;39.71, 39.605
5328;No;1992;6.0;28.0;7.6;0.0;USA;CALIFORNIA: LANDERS, YUCCA  VALLEY;3.0;Few (~1 to 50 deaths);92.0;34.201, -116.436
5330;No;1992;6.0;28.0;6.7;0.0;USA;CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY;0.0;No deaths reported;0.0;34.203, -116.827
5384;No;1994;5.0;1.0;6.3;0.0;AFGHANISTAN;AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ;160.0;Many (~101 to 1000 deaths);0.0;36.901, 67.163
5393;Yes;1994;10.0;8.0;6.8;0.0;INDONESIA;INDONESIA:  HALMAHERA;1.0;Few (~1 to 50 deaths);0.0;-1.258, 127.98
5402;No;1995;1.0;19.0;6.6;0.0;COLOMBIA;COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES;7.0;Few (~1 to 50 deaths);0.0;5.05, -72.916
5407;Yes;1995;4.0;7.0;8.0;0.0;SAMOA;"SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE";0.0;No deaths reported;0.0;-15.199, -173.529
5421;No;1995;10.0;6.0;5.8;0.0;USA;ALASKA:  FAIRBANKS NORTH STAR COUNTY;0.0;No deaths reported;0.0;65.17, -148.565
6497;Yes;1996;2.0;25.0;6.9;0.0;MEXICO;MEXICO:  OFF COAST OF GUERRERO;0.0;No deaths reported;0.0;15.978, -98.07
5472;No;1997;9.0;26.0;5.6;0.0;ITALY;ITALY:  CENTRAL:  MARCHE, UMBRIA;0.0;No deaths reported;0.0;43.048, 12.879
5502;No;1998;8.0;4.0;7.1;0.0;ECUADOR;ECUADOR:  BAHIA DE CARAQUEZ, CANOA;3.0;Few (~1 to 50 deaths);0.0;-0.593, -80.393
5533;No;1999;9.0;13.0;5.8;0.0;TURKEY;TURKEY:  ADAPAZARI-GOLUCK-KOCAELI;7.0;Few (~1 to 50 deaths);0.0;40.709, 30.045
5545;Yes;1999;11.0;26.0;7.3;0.0;VANUATU;VANUATU ISLANDS:  PENTECOST;5.0;Few (~1 to 50 deaths);0.0;-16.423, 168.214
5569;No;2000;7.0;6.0;5.1;0.0;NICARAGUA;NICARAGUA:  MASAYA;7.0;Few (~1 to 50 deaths);0.0;11.884, -85.988
5587;Yes;2001;1.0;13.0;7.8;0.0;EL SALVADOR;EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.;844.0;Many (~101 to 1000 deaths);753.0;13.049, -88.66
6613;Yes;2001;12.0;18.0;7.3;0.0;TAIWAN;TAIWAN;0.0;No deaths reported;0.0;23.954, 122.734
5620;No;2002;2.0;3.0;6.4;0.0;TURKEY;TURKEY:  AFYON;44.0;Few (~1 to 50 deaths);0.0;38.573, 31.271
5633;No;2002;4.0;24.0;5.2;0.0;IRAN;IRAN:  WESTERN:  KERMANSHAH;2.0;Few (~1 to 50 deaths);0.0;34.642, 47.4
5657;No;2002;10.0;23.0;6.7;0.0;USA;ALASKA:  CANTWELL, DENALI NATL PARK;0.0;No deaths reported;0.0;63.514, -147.912
5696;No;2003;5.0;26.0;7.1;0.0;INDONESIA;INDONESIA:  MOROTAI, BEREBERE, DARUBA;1.0;Few (~1 to 50 deaths);0.0;2.354, 128.855
5731;No;2003;10.0;16.0;5.6;0.0;CHINA;CHINA:  YUNNAN PROVINCE:  DAYAO;3.0;Few (~1 to 50 deaths);0.0;25.954, 101.254
7241;No;2006;4.0;20.0;7.6;0.0;RUSSIA;RUSSIA:  KORYAKSKIY;0.0;No deaths reported;55.0;60.949, 167.089
7181;Yes;2006;7.0;17.0;7.2;0.0;INDONESIA;INDONESIA:  JAVA;0.0;No deaths reported;0.0;-9.254, 107.411
7871;No;2008;2.0;21.0;5.8;0.0;USA;NEVADA:  WELLS;0.0;No deaths reported;0.0;41.153, -114.867
9472;No;2010;8.0;27.0;5.5;0.0;IRAN;IRAN:  DAMGHAN-TORUD;3.0;Few (~1 to 50 deaths);0.0;35.49, 54.47
9760;No;2010;12.0;20.0;6.7;0.0;IRAN;IRAN:  KERMAN;7.0;Few (~1 to 50 deaths);0.0;28.412, 59.18
9837;Yes;2011;8.0;20.0;7.1;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-18.311, 168.218
134;No;528;11.0;29.0;7.1;0.0;TURKEY;TURKEY:  ANTAKYA (ANTIOCH);4870.0;Very Many (~1001 or more deaths);0.0;36.25, 36.1
9810;Yes;744;6.0;30.0;6.4;0.0;JAPAN;JAPAN:  SHIMABARA, YATSUSHIRO, HIGO;0.0;No deaths reported;0.0;32.4, 130.5
183;No;763;0.0;0.0;7.6;0.0;IRAN;IRAN:  KHURASAN;0.0;No deaths reported;0.0;33.3, 59.3
440;Yes;1202;5.0;20.0;7.6;0.0;SYRIA;SYRIA:  SOUTHWESTERN;30000.0;Very Many (~1001 or more deaths);0.0;33.5, 36.0
5938;Yes;1257;10.0;9.0;7.5;0.0;JAPAN;SANRIKU, JAPAN;0.0;No deaths reported;0.0;39.0, 144.0
5944;Yes;1403;12.0;0.0;7.0;0.0;JAPAN;JAPAN:  KUMANONADA;0.0;No deaths reported;0.0;33.7, 136.5
7926;No;1505;10.0;16.0;5.0;0.0;CHINA;CHINA:  SHANXI PROVINCE:  ANYI, GUEHENG;0.0;Some (~51 to 100 deaths);0.0;35.2, 110.9
7952;No;1631;8.0;14.0;6.5;0.0;CHINA;CHINA:  HUNAN PROVINCE;0.0;Very Many (~1001 or more deaths);0.0;29.3, 111.7
1234;No;1725;1.0;8.0;7.6;0.0;PERU;PERU:  AREQUIPA;0.0;No deaths reported;0.0;-16.4, -70.8
1442;Yes;1780;6.0;29.0;7.5;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;45.3, 151.2
1515;Yes;1792;5.0;21.0;6.4;0.0;JAPAN;JAPAN:  KYUSYU ISLAND;0.0;No deaths reported;0.0;32.8, 130.3
10025;Yes;1837;8.0;9.0;6.5;0.0;MEXICO;MEXICO: ACAPULCO;0.0;No deaths reported;0.0;16.86, -99.88
1816;No;1839;6.0;27.0;6.5;0.0;TAIWAN;TAIWAN: JIAYI;117.0;Many (~101 to 1000 deaths);0.0;23.4, 120.4
6560;Yes;1851;5.0;26.0;7.2;0.0;CHILE;CHILE:  COPIAPO;0.0;No deaths reported;0.0;-27.35, -70.35
6066;Yes;1852;11.0;11.0;6.8;0.0;INDONESIA;INDONESIA:  SUMATRA:  SIBOLGA;0.0;No deaths reported;0.0;1.5, 98.0
6520;Yes;1856;8.0;4.0;7.5;0.0;HONDURAS;HONDURAS:  COAST;0.0;Many (~101 to 1000 deaths);0.0;16.0, -88.0
2086;Yes;1864;5.0;23.0;7.8;0.0;INDONESIA;INDONESIA:   IRIAN JAYA:  MANOKWARI;0.0;No deaths reported;0.0;-1.0, 135.0
9781;Yes;1869;8.0;21.0;6.8;0.0;CHILE;CHILE:  IQUIQUE;0.0;No deaths reported;0.0;-21.0, -70.0
6229;Yes;1899;9.0;29.0;7.8;0.0;INDONESIA;INDONESIA:  BANDA SEA;2460.0;Very Many (~1001 or more deaths);0.0;-3.0, 128.5
6239;Yes;1903;12.0;7.0;6.5;0.0;CHILE;CHILE:  VALLENAR, FREIRINA;0.0;Few (~1 to 50 deaths);0.0;-28.5, -71.0
2700;Yes;1904;12.0;20.0;7.3;0.0;PANAMA;PANAMA:  BOCAS DEL TORO;0.0;No deaths reported;0.0;9.2, -82.8
2838;No;1908;10.0;23.0;7.0;0.0;AFGHANISTAN;AFGHANISTAN:  HINDU KUSH;0.0;No deaths reported;0.0;36.5, 70.5
2868;Yes;1909;6.0;3.0;7.6;0.0;INDONESIA;INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG;0.0;Many (~101 to 1000 deaths);0.0;-2.0, 101.0
2886;Yes;1909;8.0;14.0;6.9;0.0;JAPAN;JAPAN:  OOMI;41.0;Few (~1 to 50 deaths);0.0;35.4, 136.3
2909;No;1910;6.0;16.0;8.1;0.0;VANUATU;VANUATU ISLANDS;0.0;No deaths reported;0.0;-19.0, 169.5
6256;Yes;1911;9.0;15.0;7.3;0.0;CHILE;CHILE:  NORTHERN;0.0;No deaths reported;0.0;-20.0, -72.0
3046;No;1916;1.0;13.0;8.1;0.0;INDONESIA;INDONESIA:  NEW GUINEA:  IRIAN JAYA;0.0;No deaths reported;0.0;-3.0, 136.0
3140;Yes;1919;5.0;6.0;7.9;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  SOLOMON ISLANDS;0.0;No deaths reported;0.0;-4.806, 153.859
3143;No;1919;6.0;29.0;6.2;0.0;ITALY;ITALY:  N;0.0;No deaths reported;0.0;44.0, 11.5
3219;Yes;1923;4.0;13.0;7.2;0.0;RUSSIA;RUSSIA:  NEAR KAMCHATKA;0.0;No deaths reported;0.0;56.5, 162.5
3268;Yes;1925;5.0;25.0;6.3;0.0;PHILIPPINES;PHILIPPINES:  LUZON:  W;0.0;No deaths reported;0.0;12.2, 122.1
3301;No;1926;12.0;17.0;5.8;0.0;ALBANIA;ALBANIA:  DURRES;0.0;No deaths reported;0.0;41.0, 19.5
7776;Yes;1928;4.0;24.0;5.0;0.0;GREECE;GREECE:  AEGEAN SEA;0.0;No deaths reported;0.0;38.0, 23.5
8217;Yes;1928;4.0;25.0;5.2;0.0;GREECE;GREECE;0.0;No deaths reported;0.0;38.0, 23.0
3386;No;1929;1.0;19.0;5.5;0.0;MYANMAR (BURMA);MYANMAR (BURMA):  HTAWGAW;0.0;No deaths reported;0.0;25.5, 98.0
6619;Yes;1930;8.0;31.0;5.2;0.0;USA;CALIFORNIA:  SOUTHERN;0.0;No deaths reported;0.0;34.03, -118.643
3437;No;1930;12.0;8.0;6.3;0.0;TAIWAN;TAIWAN:  TAINAN;4.0;Few (~1 to 50 deaths);0.0;23.2, 120.6
8003;No;1930;12.0;22.0;5.5;0.0;TAIWAN;TAIWAN:  TAINAN;0.0;No deaths reported;0.0;23.2, 120.6
6099;Yes;1933;10.0;2.0;6.9;0.0;ECUADOR;ECUADOR;0.0;No deaths reported;0.0;-2.0, -81.0
3589;No;1937;1.0;7.0;7.5;0.0;CHINA;CHINA:  QINGHAI PROVINCE;0.0;No deaths reported;0.0;35.5, 97.6
6345;Yes;1941;1.0;13.0;7.0;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  BISMARCK SEA;4.0;Few (~1 to 50 deaths);0.0;-4.175, 152.071
3686;No;1941;10.0;8.0;6.0;0.0;CHINA;CHINA:  SICHUAN PROVINCE;15.0;Few (~1 to 50 deaths);0.0;31.7, 102.3
3791;Yes;1944;12.0;7.0;8.0;0.0;JAPAN;JAPAN:  OFF SOUTHEAST COAST KII PENINSULA;1223.0;Very Many (~1001 or more deaths);0.0;34.0, 137.1
8020;No;1947;3.0;26.0;5.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE;1.0;Few (~1 to 50 deaths);0.0;25.0, 102.0
6390;Yes;1960;11.0;1.0;7.4;0.0;CHILE;CHILE:  CONCEPCION;0.0;Few (~1 to 50 deaths);0.0;-38.5, -75.1
8057;No;1960;11.0;9.0;6.8;0.0;CHINA;CHINA:  SICHUAN PROVINCE;0.0;No deaths reported;0.0;32.7, 103.7
8063;No;1962;4.0;23.0;5.5;0.0;CHINA;CHINA:  YUNNAN PROVINCE;0.0;No deaths reported;0.0;23.6, 106.1
8028;No;1963;8.0;29.0;6.5;0.0;CHINA;CHINA:  XINJIANG;1.0;Few (~1 to 50 deaths);0.0;39.8, 74.2
6412;Yes;1965;3.0;22.0;6.0;0.0;CHILE;CHILE:  CENTRAL;0.0;No deaths reported;0.0;-31.81, -71.26
6413;Yes;1965;6.0;11.0;7.2;0.0;RUSSIA;RUSSIA:  KURIL ISLANDS;0.0;No deaths reported;0.0;44.7, 148.7
7973;No;1967;3.0;27.0;6.3;0.0;CHINA;CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG;0.0;No deaths reported;0.0;38.5, 116.5
7974;No;1967;8.0;30.0;6.8;0.0;CHINA;CHINA: SICHUAN PROVINCE;0.0;No deaths reported;0.0;31.6, 100.3
4531;Yes;1970;5.0;31.0;7.8;0.0;PERU;PERU: NORTHERN, PISCO, CHICLAYO;66794.0;Very Many (~1001 or more deaths);530.0;-9.2, -78.8
4550;Yes;1970;10.0;31.0;7.3;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  MADANG;15.0;Few (~1 to 50 deaths);1.75;-4.907, 145.471
4574;Yes;1971;7.0;14.0;7.9;0.0;PAPUA NEW GUINEA;PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE;2.0;Few (~1 to 50 deaths);0.0;-5.5, 153.9
4634;No;1973;4.0;14.0;6.5;0.0;COSTA RICA;COSTA RICA: TILARAN, ARENAL, RIO CHIQUITO;26.0;Few (~1 to 50 deaths);0.2;10.679, -84.759
4665;No;1974;9.0;23.0;6.2;0.0;GABON;GABON;0.0;No deaths reported;0.0;-0.28, 12.92
4669;No;1974;10.0;8.0;7.5;0.0;ANTIGUA AND BARBUDA;"ANTIGUA AND BARBUDA; ST KITTS";0.0;No deaths reported;0.0;17.3, -62.0
4671;Yes;1974;12.0;28.0;6.2;0.0;PAKISTAN;PAKISTAN:  BALAKOT, PATAN;5300.0;Very Many (~1001 or more deaths);3.255;35.1, 72.9
4759;No;1977;1.0;31.0;5.9;0.0;TAJIKISTAN;TAJIKISTAN;0.0;No deaths reported;0.0;40.04, 70.85
4765;No;1977;3.0;21.0;6.9;0.0;IRAN;IRAN:  BANDAR ABBAS;167.0;Many (~101 to 1000 deaths);0.0;27.61, 56.39
4806;Yes;1978;6.0;12.0;7.7;0.0;JAPAN;JAPAN:  SANRIKU;28.0;Few (~1 to 50 deaths);865.0;38.19, 142.028
6457;Yes;1979;2.0;28.0;7.1;0.0;USA;ALASKA;0.0;No deaths reported;0.0;60.691, -141.671
4849;No;1979;10.0;20.0;6.2;0.0;INDONESIA;INDONESIA:  SUMBAWA ISLAND;2.0;Few (~1 to 50 deaths);0.0;-8.254, 115.847
4850;No;1979;10.0;27.0;6.8;0.0;GUATEMALA;GUATEMALA;4.0;Few (~1 to 50 deaths);0.0;13.833, -90.881
4860;No;1979;11.0;27.0;7.5;0.0;IRAN;IRAN;17.0;Few (~1 to 50 deaths);0.0;33.962, 59.726
4908;No;1980;12.0;22.0;5.2;0.0;IRAN;IRAN:  N CENTRAL, TEHRAN;3.0;Few (~1 to 50 deaths);1.0;34.503, 50.59
4933;No;1981;11.0;14.0;5.3;0.0;EGYPT;EGYPT:  ASWAN;0.0;No deaths reported;0.0;23.686, 32.604
4974;No;1983;4.0;5.0;5.6;0.0;CHINA;CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA;0.0;Few (~1 to 50 deaths);0.0;40.025, 75.26
4987;Yes;1983;8.0;17.0;6.5;0.0;PHILIPPINES;PHILIPPINES:  LUZON;16.0;Few (~1 to 50 deaths);2.227;18.231, 120.86
5022;No;1984;2.0;1.0;5.8;0.0;AFGHANISTAN;"AFGHANISTAN:  KHOROG, JALALABAD; PAKISTAN";1.0;Few (~1 to 50 deaths);5.0;34.616, 70.484
5106;No;1986;8.0;3.0;4.1;0.0;TURKEY;TURKEY:  YESILCE,  UCGOZE, SAM;0.0;No deaths reported;0.0;37.2, 37.3
5124;No;1987;1.0;26.0;4.3;0.0;ALGERIA;ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT;1.0;Few (~1 to 50 deaths);1.0;35.964, 1.374
5148;No;1987;11.0;24.0;6.2;0.0;USA;CALIFORNIA:  SUPERSTITION HILLS;2.0;Few (~1 to 50 deaths);3.0;33.082, -115.775
5220;No;1989;12.0;15.0;7.3;0.0;PHILIPPINES;PHILIPPINES:  MINDANAO:  COTABATO, DAVAO;2.0;Few (~1 to 50 deaths);1.0;8.337, 126.729
